Employee_ID,Employee_Name,Gender,Age,Date_of_Joining,Years_at_Company,Monthly_Income,Annual_Income,Department,Job_Role,Position,Employment_Type,Work_Location,State,City,Distance_from_Home,Education_Level,Education_Field,Caste/Religion,Marital_Status,Performance_Score,Last_3_Year_Rating,Attrition_Status,Attrition_Reason,Attrition_Date,Onboarding_Status,New_Hires_Joining_Month,Environment_Satisfaction,Employee_Cost_to_Company,Hourly_Rate,Annual_HR_Feedback_Satisfaction_Score,Yearly_Total_Training_Hours
2726,Employee_1726,Male,28,2021-01-18,8,57515,690180,Operations,Executive,Mid-Level,Contract,Remote,Karnataka,City_30,43,Graduate,Commerce,Other,Married,A,Contributor,Yes,Termination - Theft,2024-05-13,Accepted,8,Very High,1004899,490,4,40
2727,Employee_1727,Male,48,2024-01-07,9,82074,984888,Marketing,Technician,Mid-Level,Contract,HQ,West Bengal,City_16,33,PhD,Others,Muslim,Married,A*,Actionable,No,N/A,N/A,Rejected,1,High,2251048,829,2,77
2728,Employee_1728,Female,46,2020-01-28,3,92690,1112280,IT,Specialist,Senior,Contract,Remote,Madhya Pradesh,City_2,21,Graduate,Arts,Muslim,Divorced,A*,Actionable,No,N/A,N/A,Accepted,7,Very High,906400,983,3,51
2729,Employee_1729,Female,36,2021-06-08,9,84947,1019364,Operations,Specialist,Lead,Contract,Remote,Gujarat,City_18,14,Graduate,Commerce,Muslim,Married,A*,Actionable,No,N/A,N/A,Rejected,9,Low,640155,596,1,41
2730,Employee_1730,Male,46,2020-07-07,8,48170,578040,Operations,Executive,Mid-Level,Full-time,HQ,Delhi,City_41,23,Diploma,Arts,Sikh,Single,A*,Developer,No,N/A,N/A,Rolled out,9,Very High,1346580,567,4,11
2731,Employee_1731,Male,43,2024-05-22,3,66857,802284,HR,Analyst,Senior,Full-time,HQ,Tamil Nadu,City_27,12,PhD,Arts,Hindu,Divorced,A+,Contributor,No,N/A,N/A,Rejected,5,Medium,1226411,897,4,182
2732,Employee_1732,Male,39,2023-03-02,2,69744,836928,Sales,Specialist,Junior,Full-time,HQ,Madhya Pradesh,City_34,22,Diploma,Others,Sikh,Single,B,Star,No,N/A,N/A,Rejected,9,Low,805795,969,4,131
2733,Employee_1733,Male,33,2020-02-11,4,116699,1400388,Operations,Specialist,Senior,Full-time,HQ,Delhi,City_19,28,PhD,Science,Other,Married,A,Developer,No,N/A,N/A,Rejected,11,Very High,1190115,307,3,16
2734,Employee_1734,Male,44,2021-11-14,2,97621,1171452,Supply Chain,Manager,Senior,Full-time,HQ,West Bengal,City_9,27,Diploma,Science,Buddhist,Divorced,B,Solid Contributor,Yes,Site Closure,2022-03-05,Rejected,9,Low,1562856,711,1,155
2735,Employee_1735,Male,46,2023-09-17,4,112780,1353360,Operations,Coordinator,Mid-Level,Part-time,HQ,Uttar Pradesh,City_50,10,High School,Science,Jain,Single,A*,Learner,No,N/A,N/A,Rolled out,4,Low,2169969,375,2,139
2736,Employee_1736,Female,31,2020-10-24,5,25327,303924,HR,Executive,Senior,Full-time,Remote,Punjab,City_9,18,PhD,Engineering,Muslim,Single,A+,Reliable Professional,No,N/A,N/A,Accepted,10,Low,1091629,381,1,111
2737,Employee_1737,Male,51,2021-06-03,2,81246,974952,Customer Support,Coordinator,Lead,Part-time,Remote,West Bengal,City_26,24,Diploma,Commerce,Buddhist,Married,A+,Star,No,N/A,N/A,Pending,1,Very High,1970281,264,3,174
2738,Employee_1738,Male,31,2021-10-10,8,102675,1232100,IT,Analyst,Junior,Full-time,HQ,Madhya Pradesh,City_37,3,High School,Commerce,Other,Married,A,Learner,No,N/A,N/A,Rejected,6,High,1669337,271,3,174
2739,Employee_1739,Male,55,2023-07-20,1,111411,1336932,IT,Manager,Lead,Full-time,HQ,Maharashtra,City_49,4,High School,Science,Buddhist,Married,A*,Learner,No,N/A,N/A,Pending,5,Medium,950577,756,2,21
2740,Employee_1740,Male,34,2021-05-13,3,53264,639168,HR,Specialist,Junior,Full-time,HQ,Uttar Pradesh,City_36,30,High School,Others,Sikh,Divorced,A+,Learner,No,N/A,N/A,Accepted,3,Medium,1850713,234,4,16
2741,Employee_1741,Female,50,2020-07-13,7,98596,1183152,HR,Assistant,Lead,Part-time,Remote,Delhi,City_12,21,Diploma,Science,Muslim,Married,A,Contributor,No,N/A,N/A,Pending,3,High,689167,429,2,149
2742,Employee_1742,Female,59,2021-08-26,1,35656,427872,Finance,Manager,Junior,Full-time,HQ,Delhi,City_49,22,High School,Arts,Other,Married,A,High Impact,No,N/A,N/A,Rolled out,5,High,1117369,933,2,87
2743,Employee_1743,Female,30,2023-09-28,2,38805,465660,Sales,Executive,Lead,Full-time,Remote,Tamil Nadu,City_18,28,Postgraduate,Arts,Sikh,Divorced,A+,Actionable,No,N/A,N/A,Rejected,6,Very High,1719034,232,3,33
2744,Employee_1744,Male,34,2024-03-16,3,119902,1438824,HR,Technician,Junior,Full-time,Remote,West Bengal,City_17,9,PhD,Arts,Christian,Divorced,A+,High Impact,No,N/A,N/A,Rolled out,6,Very High,2272818,605,2,106
2745,Employee_1745,Male,58,2020-02-16,2,48855,586260,Sales,Analyst,Mid-Level,Full-time,HQ,Rajasthan,City_26,44,Postgraduate,Engineering,Christian,Single,B,Learner,No,N/A,N/A,Rejected,7,Medium,2015158,885,1,61
2746,Employee_1746,Male,35,2021-01-26,2,24127,289524,Operations,Manager,Senior,Part-time,Remote,Delhi,City_39,41,Postgraduate,Science,Jain,Divorced,B,Developer,No,N/A,N/A,Rolled out,1,Very High,2480215,989,4,83
2747,Employee_1747,Male,58,2020-04-22,6,81722,980664,Marketing,Manager,Senior,Full-time,HQ,Gujarat,City_15,41,PhD,Science,Muslim,Married,B,High Impact,No,N/A,N/A,Rejected,8,Low,1236589,206,3,183
2748,Employee_1748,Male,30,2022-05-20,7,131427,1577124,IT,Manager,Senior,Full-time,HQ,Rajasthan,City_21,16,Postgraduate,Others,Jain,Single,A*,Reliable Professional,No,N/A,N/A,Rolled out,2,High,526557,389,2,37
2749,Employee_1749,Female,29,2022-01-25,6,141704,1700448,HR,Specialist,Senior,Full-time,HQ,West Bengal,City_49,37,High School,Others,Jain,Married,A,High Impact,No,N/A,N/A,Accepted,1,Low,2175718,370,4,74
2750,Employee_1750,Male,24,2020-02-26,6,58319,699828,Supply Chain,Analyst,Junior,Part-time,HQ,Punjab,City_21,5,Graduate,Science,Buddhist,Single,A,High Impact,No,N/A,N/A,Rejected,2,Very High,1885536,422,2,47
2751,Employee_1751,Male,54,2021-05-12,9,89126,1069512,Marketing,Specialist,Lead,Full-time,HQ,Maharashtra,City_45,14,Postgraduate,Arts,Other,Divorced,A*,Star,No,N/A,N/A,Rejected,9,Very High,890750,449,1,49
2752,Employee_1752,Male,53,2021-09-08,8,32973,395676,IT,Manager,Lead,Full-time,Remote,Rajasthan,City_4,14,PhD,Engineering,Sikh,Single,A*,Developer,Yes,Site Closure,2021-11-16,Rejected,3,Low,1814003,296,3,111
2753,Employee_1753,Male,28,2024-12-13,8,102381,1228572,Finance,Technician,Mid-Level,Part-time,HQ,Punjab,City_9,47,Diploma,Management,Buddhist,Married,A,Actionable,No,N/A,N/A,Rolled out,12,Very High,1329866,637,2,140
2754,Employee_1754,Male,40,2020-05-25,6,123270,1479240,IT,Specialist,Senior,Full-time,HQ,Tamil Nadu,City_1,16,Diploma,Management,Jain,Divorced,A,Future Star,No,N/A,N/A,Rolled out,7,Low,1049206,974,2,102
2755,Employee_1755,Female,55,2023-08-22,5,68087,817044,HR,Specialist,Senior,Full-time,Remote,Delhi,City_3,39,High School,Arts,Jain,Divorced,A*,Reliable Professional,No,N/A,N/A,Rolled out,6,Very High,1681914,278,3,187
2756,Employee_1756,Female,35,2021-10-20,9,77711,932532,Supply Chain,Executive,Mid-Level,Full-time,Remote,Punjab,City_48,43,Postgraduate,Arts,Christian,Married,A+,Star,No,N/A,N/A,Pending,6,High,1861576,690,1,173
2757,Employee_1757,Female,40,2023-06-24,2,47281,567372,Marketing,Supervisor,Senior,Part-time,HQ,Gujarat,City_7,4,Graduate,Others,Sikh,Married,A,Contributor,No,N/A,N/A,Accepted,8,Low,1688382,315,1,187
2758,Employee_1758,Male,47,2022-07-10,7,129819,1557828,Marketing,Coordinator,Mid-Level,Full-time,HQ,Madhya Pradesh,City_47,37,Diploma,Science,Sikh,Married,A+,Star,No,N/A,N/A,Accepted,3,High,1475449,274,1,79
2759,Employee_1759,Male,38,2022-10-24,6,36549,438588,Supply Chain,Coordinator,Senior,Contract,HQ,Delhi,City_3,14,Graduate,Commerce,Sikh,Married,A,Future Star,No,N/A,N/A,Rolled out,4,High,2327697,478,2,71
2760,Employee_1760,Male,49,2021-02-02,7,146566,1758792,Marketing,Supervisor,Lead,Full-time,HQ,Delhi,City_13,41,High School,Arts,Other,Married,A,Learner,No,N/A,N/A,Rejected,11,Low,2432159,624,2,13
2761,Employee_1761,Male,40,2022-10-28,4,81426,977112,IT,Executive,Mid-Level,Full-time,HQ,Uttar Pradesh,City_19,23,PhD,Arts,Muslim,Divorced,A+,Future Star,No,N/A,N/A,Accepted,11,Low,867081,526,2,115
2762,Employee_1762,Female,48,2021-12-26,9,47623,571476,Supply Chain,Executive,Lead,Full-time,HQ,Madhya Pradesh,City_12,9,PhD,Management,Muslim,Divorced,A*,High Impact,No,N/A,N/A,Pending,5,High,871613,454,4,88
2763,Employee_1763,Male,40,2024-12-26,7,120032,1440384,Sales,Assistant,Senior,Part-time,HQ,Delhi,City_3,24,High School,Others,Other,Single,A*,Solid Contributor,No,N/A,N/A,Rolled out,5,Very High,2202482,246,1,119
2764,Employee_1764,Male,54,2024-06-18,2,109616,1315392,Customer Support,Supervisor,Lead,Full-time,Remote,Punjab,City_44,11,Graduate,Arts,Muslim,Single,A,Actionable,No,N/A,N/A,Rejected,6,Very High,1367166,256,4,193
2765,Employee_1765,Male,28,2023-06-06,4,24697,296364,Sales,Specialist,Lead,Full-time,Remote,Rajasthan,City_42,28,Graduate,Commerce,Sikh,Married,A+,Learner,No,N/A,N/A,Rolled out,12,Low,521069,675,3,36
2766,Employee_1766,Male,50,2023-02-19,5,35730,428760,IT,Assistant,Junior,Full-time,Remote,Tamil Nadu,City_45,19,Graduate,Science,Buddhist,Single,A+,Actionable,No,N/A,N/A,Accepted,10,Very High,1010698,393,1,35
2767,Employee_1767,Female,26,2021-10-11,2,48245,578940,HR,Specialist,Senior,Full-time,Remote,Karnataka,City_32,19,High School,Commerce,Hindu,Single,A+,Future Star,No,N/A,N/A,Rejected,10,Very High,1629718,644,2,129
2768,Employee_1768,Male,51,2021-12-27,8,64134,769608,IT,Analyst,Junior,Full-time,HQ,Delhi,City_18,12,Diploma,Engineering,Other,Married,B,Future Star,No,N/A,N/A,Pending,5,Very High,2354374,984,1,36
2769,Employee_1769,Male,29,2023-09-23,1,51313,615756,Sales,Coordinator,Mid-Level,Full-time,HQ,Delhi,City_47,47,Diploma,Arts,Buddhist,Single,A,Actionable,No,N/A,N/A,Accepted,1,Medium,1452493,607,3,185
2770,Employee_1770,Male,33,2024-07-17,3,104093,1249116,IT,Specialist,Junior,Full-time,HQ,Gujarat,City_4,34,Postgraduate,Arts,Jain,Divorced,A,High Impact,No,N/A,N/A,Rolled out,12,Medium,1355343,502,1,89
2771,Employee_1771,Male,34,2023-10-01,1,85573,1026876,Marketing,Analyst,Senior,Full-time,HQ,Gujarat,City_9,12,PhD,Commerce,Christian,Divorced,A+,Learner,No,N/A,N/A,Accepted,4,High,1519554,884,3,193
2772,Employee_1772,Female,47,2023-09-23,5,73595,883140,Supply Chain,Supervisor,Junior,Full-time,HQ,Madhya Pradesh,City_36,3,PhD,Others,Jain,Divorced,B,Future Star,No,N/A,N/A,Rolled out,5,Very High,2458972,642,3,41
2773,Employee_1773,Female,39,2023-05-03,8,49908,598896,Supply Chain,Technician,Junior,Full-time,HQ,Punjab,City_22,30,Postgraduate,Engineering,Jain,Married,A+,Star,No,N/A,N/A,Accepted,5,High,1685745,807,3,182
2774,Employee_1774,Female,41,2024-08-24,7,125790,1509480,HR,Assistant,Senior,Full-time,HQ,Karnataka,City_7,47,Graduate,Science,Christian,Divorced,B,Star,No,N/A,N/A,Rolled out,3,Low,2197028,746,3,117
2775,Employee_1775,Female,37,2024-12-26,9,87557,1050684,Customer Support,Coordinator,Lead,Full-time,Remote,Delhi,City_22,46,High School,Commerce,Muslim,Divorced,A+,Learner,No,N/A,N/A,Pending,12,Medium,849073,323,3,29
2776,Employee_1776,Male,58,2022-12-21,2,59648,715776,HR,Supervisor,Mid-Level,Full-time,HQ,Tamil Nadu,City_21,35,PhD,Others,Hindu,Single,A+,Star,No,N/A,N/A,Rejected,7,Medium,812149,837,3,134
2777,Employee_1777,Male,24,2020-10-10,8,143613,1723356,Finance,Analyst,Junior,Full-time,HQ,Tamil Nadu,City_20,15,Graduate,Management,Muslim,Single,A,Future Star,No,N/A,N/A,Rolled out,5,Medium,2298562,264,4,192
2778,Employee_1778,Male,48,2024-01-21,8,57289,687468,Customer Support,Analyst,Senior,Full-time,Remote,Gujarat,City_49,43,Diploma,Engineering,Buddhist,Divorced,A*,Solid Contributor,No,N/A,N/A,Rolled out,6,Very High,977391,350,4,150
2779,Employee_1779,Male,36,2022-09-20,6,82710,992520,IT,Executive,Junior,Full-time,HQ,Punjab,City_28,22,Graduate,Science,Muslim,Married,A*,High Impact,No,N/A,N/A,Rejected,11,Medium,2215251,279,3,110
2780,Employee_1780,Female,55,2020-09-15,3,28839,346068,Operations,Manager,Mid-Level,Full-time,Remote,Uttar Pradesh,City_41,9,Postgraduate,Engineering,Christian,Single,A*,Learner,No,N/A,N/A,Pending,9,Very High,702158,615,1,110
2781,Employee_1781,Male,43,2021-06-11,2,116541,1398492,Operations,Manager,Mid-Level,Full-time,Remote,Tamil Nadu,City_28,28,High School,Management,Jain,Married,A*,Star,No,N/A,N/A,Pending,8,Medium,605067,362,1,44
2782,Employee_1782,Female,44,2021-09-14,8,88838,1066056,Customer Support,Manager,Mid-Level,Full-time,HQ,Rajasthan,City_4,29,PhD,Engineering,Other,Single,A*,Star,No,N/A,N/A,Accepted,5,High,695827,707,3,48
2783,Employee_1783,Male,25,2022-09-04,6,28511,342132,Customer Support,Analyst,Junior,Full-time,HQ,Rajasthan,City_27,39,Postgraduate,Commerce,Christian,Single,A*,Contributor,No,N/A,N/A,Rejected,12,Very High,771116,624,4,188
2784,Employee_1784,Male,44,2022-01-13,4,106527,1278324,Customer Support,Specialist,Lead,Full-time,Remote,Gujarat,City_35,39,Diploma,Commerce,Muslim,Married,B,Developer,No,N/A,N/A,Pending,4,Very High,1948813,463,3,196
2785,Employee_1785,Male,30,2022-09-15,5,124672,1496064,Operations,Supervisor,Lead,Full-time,Remote,Madhya Pradesh,City_6,39,Diploma,Engineering,Buddhist,Single,B,Solid Contributor,No,N/A,N/A,Pending,1,Medium,2005774,339,2,142
2786,Employee_1786,Female,45,2021-05-23,5,129049,1548588,Marketing,Assistant,Lead,Full-time,Remote,Tamil Nadu,City_36,17,High School,Arts,Jain,Divorced,A+,Actionable,No,N/A,N/A,Pending,5,High,1796032,555,1,18
2787,Employee_1787,Male,42,2022-01-27,9,146058,1752696,Supply Chain,Manager,Senior,Full-time,HQ,West Bengal,City_4,4,PhD,Engineering,Sikh,Divorced,A+,High Impact,No,N/A,N/A,Rejected,4,Low,2477937,582,3,15
2788,Employee_1788,Male,37,2021-08-06,9,95450,1145400,Supply Chain,Specialist,Lead,Full-time,Remote,Uttar Pradesh,City_7,4,Diploma,Commerce,Buddhist,Divorced,A*,Developer,No,N/A,N/A,Accepted,10,Very High,1719868,293,2,50
2789,Employee_1789,Male,46,2024-01-19,8,29948,359376,Operations,Technician,Lead,Full-time,HQ,Madhya Pradesh,City_2,7,Postgraduate,Science,Muslim,Divorced,A*,Contributor,No,N/A,N/A,Pending,4,Low,2115318,427,3,120
2790,Employee_1790,Male,47,2021-09-18,8,64638,775656,IT,Technician,Mid-Level,Full-time,Remote,Delhi,City_18,2,Diploma,Engineering,Buddhist,Divorced,B,Actionable,No,N/A,N/A,Rolled out,8,Medium,2265814,952,3,103
2791,Employee_1791,Male,30,2021-12-06,2,113890,1366680,Supply Chain,Coordinator,Senior,Full-time,HQ,West Bengal,City_24,37,PhD,Management,Christian,Married,A,Solid Contributor,Yes,Termination - Theft,2020-11-28,Accepted,11,High,1883479,491,3,102
2792,Employee_1792,Female,36,2020-08-17,3,25873,310476,Finance,Assistant,Mid-Level,Full-time,Remote,Madhya Pradesh,City_42,10,Graduate,Management,Hindu,Divorced,A,Learner,No,N/A,N/A,Rejected,2,Very High,1865542,631,3,160
2793,Employee_1793,Male,54,2024-05-04,8,51461,617532,Finance,Assistant,Junior,Full-time,HQ,Delhi,City_10,18,Diploma,Science,Christian,Single,A,Future Star,No,N/A,N/A,Rejected,8,High,2097815,698,4,163
2794,Employee_1794,Male,22,2024-05-01,5,93034,1116408,Supply Chain,Manager,Junior,Contract,HQ,Karnataka,City_37,28,Diploma,Science,Christian,Divorced,A*,Star,No,N/A,N/A,Pending,10,Very High,760731,589,3,31
2795,Employee_1795,Male,26,2022-08-20,7,109092,1309104,IT,Analyst,Mid-Level,Contract,HQ,Madhya Pradesh,City_33,46,Diploma,Science,Sikh,Married,B,Learner,No,N/A,N/A,Rolled out,9,High,2499141,924,3,94
2796,Employee_1796,Male,30,2024-10-09,8,118142,1417704,Operations,Executive,Senior,Part-time,HQ,Tamil Nadu,City_25,35,Graduate,Science,Muslim,Single,B,High Impact,No,N/A,N/A,Accepted,1,Low,661841,574,3,160
2797,Employee_1797,Female,27,2024-08-06,6,47091,565092,IT,Technician,Lead,Full-time,HQ,Uttar Pradesh,City_47,35,PhD,Engineering,Sikh,Single,A,Contributor,No,N/A,N/A,Pending,10,High,1663115,916,3,135
2798,Employee_1798,Male,49,2022-03-21,5,91171,1094052,Customer Support,Analyst,Lead,Contract,HQ,Madhya Pradesh,City_23,30,Postgraduate,Science,Sikh,Married,B,Future Star,No,N/A,N/A,Accepted,3,High,1116677,629,2,155
2799,Employee_1799,Male,47,2022-05-13,8,72999,875988,Supply Chain,Supervisor,Senior,Full-time,HQ,Tamil Nadu,City_40,21,PhD,Science,Other,Single,A,Future Star,No,N/A,N/A,Accepted,10,Low,884933,275,2,72
2800,Employee_1800,Male,49,2020-05-27,1,143817,1725804,Supply Chain,Assistant,Lead,Full-time,HQ,Rajasthan,City_40,25,High School,Arts,Other,Married,A*,Learner,No,N/A,N/A,Accepted,1,High,2034815,254,3,55
2801,Employee_1801,Female,36,2020-09-05,1,53532,642384,Customer Support,Technician,Lead,Full-time,HQ,Madhya Pradesh,City_23,13,Postgraduate,Management,Muslim,Married,A*,Contributor,No,N/A,N/A,Accepted,2,Low,1206228,486,4,48
2802,Employee_1802,Female,27,2021-02-23,1,42690,512280,IT,Specialist,Mid-Level,Full-time,Remote,Tamil Nadu,City_22,7,Graduate,Engineering,Buddhist,Single,A*,Learner,No,N/A,N/A,Accepted,5,Low,576499,420,2,155
2803,Employee_1803,Male,48,2021-02-04,3,37036,444432,Customer Support,Technician,Junior,Full-time,HQ,Tamil Nadu,City_38,6,High School,Commerce,Jain,Married,B,High Impact,No,N/A,N/A,Accepted,12,Very High,646886,353,2,170
2804,Employee_1804,Male,59,2022-08-02,6,65040,780480,Sales,Coordinator,Senior,Full-time,HQ,Delhi,City_6,20,Diploma,Others,Hindu,Married,A+,Developer,No,N/A,N/A,Accepted,9,Low,1609025,522,1,79
2805,Employee_1805,Male,25,2020-05-28,6,76196,914352,Finance,Assistant,Senior,Full-time,HQ,Maharashtra,City_2,45,Diploma,Others,Sikh,Divorced,A*,Future Star,No,N/A,N/A,Pending,11,Medium,2156446,578,4,174
2806,Employee_1806,Female,32,2024-12-24,5,67911,814932,HR,Analyst,Lead,Full-time,Remote,Karnataka,City_29,5,PhD,Arts,Sikh,Single,B,Developer,No,N/A,N/A,Rejected,4,Very High,2252185,563,1,181
2807,Employee_1807,Male,42,2020-09-03,7,64562,774744,Operations,Assistant,Lead,Full-time,HQ,Maharashtra,City_1,38,Graduate,Arts,Buddhist,Divorced,A,Contributor,No,N/A,N/A,Pending,6,Low,2336460,839,3,77
2808,Employee_1808,Male,51,2023-08-09,5,30321,363852,Operations,Supervisor,Junior,Full-time,HQ,Tamil Nadu,City_36,44,Graduate,Commerce,Muslim,Married,A*,Future Star,No,N/A,N/A,Accepted,5,Medium,2278097,833,2,174
2809,Employee_1809,Male,39,2020-07-03,2,49152,589824,Sales,Executive,Senior,Full-time,Remote,Uttar Pradesh,City_20,40,Diploma,Arts,Christian,Single,A+,Contributor,No,N/A,N/A,Rolled out,7,High,1451090,815,2,122
2810,Employee_1810,Male,56,2020-02-17,4,105884,1270608,Marketing,Technician,Mid-Level,Full-time,HQ,Rajasthan,City_24,25,Diploma,Engineering,Buddhist,Single,A+,Future Star,No,N/A,N/A,Accepted,8,Medium,1184151,566,4,144
2811,Employee_1811,Male,24,2024-12-11,1,106531,1278372,HR,Executive,Junior,Full-time,HQ,West Bengal,City_29,18,Graduate,Management,Christian,Single,A,Developer,No,N/A,N/A,Rejected,8,Very High,523890,720,3,106
2812,Employee_1812,Female,33,2020-05-07,7,74911,898932,HR,Coordinator,Mid-Level,Full-time,HQ,Rajasthan,City_7,24,Graduate,Science,Hindu,Single,A+,Star,No,N/A,N/A,Pending,4,Medium,668066,334,3,111
2813,Employee_1813,Male,48,2020-02-06,4,110298,1323576,HR,Manager,Junior,Full-time,Remote,Uttar Pradesh,City_29,15,PhD,Arts,Jain,Single,B,Actionable,No,N/A,N/A,Accepted,10,Very High,1719077,830,3,171
2814,Employee_1814,Male,51,2024-09-23,4,20145,241740,Customer Support,Supervisor,Mid-Level,Full-time,HQ,Maharashtra,City_23,8,Diploma,Others,Sikh,Divorced,A,Contributor,No,N/A,N/A,Pending,2,Very High,1540482,214,1,182
2815,Employee_1815,Male,42,2020-09-05,4,90637,1087644,Finance,Analyst,Mid-Level,Full-time,HQ,Tamil Nadu,City_19,13,Graduate,Engineering,Hindu,Divorced,A+,Solid Contributor,No,N/A,N/A,Accepted,2,Low,1010288,782,1,83
2816,Employee_1816,Female,59,2024-02-04,3,24247,290964,Marketing,Assistant,Mid-Level,Part-time,Remote,Karnataka,City_40,39,High School,Arts,Christian,Divorced,A+,Actionable,No,N/A,N/A,Rejected,7,Low,744515,815,2,72
2817,Employee_1817,Male,42,2022-03-03,8,95114,1141368,Sales,Supervisor,Senior,Full-time,HQ,Uttar Pradesh,City_35,48,High School,Engineering,Christian,Married,A*,Actionable,Yes,Resign - Job not interesting,2024-01-21,Rolled out,7,High,1761999,326,4,87
2818,Employee_1818,Female,59,2024-08-09,4,89724,1076688,Customer Support,Supervisor,Lead,Full-time,Remote,Rajasthan,City_45,25,High School,Arts,Christian,Single,B,High Impact,No,N/A,N/A,Accepted,12,Medium,642690,591,4,87
2819,Employee_1819,Male,36,2020-03-14,8,117310,1407720,Marketing,Analyst,Senior,Full-time,Remote,Uttar Pradesh,City_11,23,Postgraduate,Engineering,Sikh,Single,A+,Star,No,N/A,N/A,Rejected,1,Low,842943,678,1,146
2820,Employee_1820,Male,39,2020-10-11,9,83289,999468,Operations,Executive,Mid-Level,Part-time,HQ,Delhi,City_4,5,High School,Science,Muslim,Divorced,A+,Developer,No,N/A,N/A,Rejected,3,Low,1020695,238,2,130
2821,Employee_1821,Male,50,2024-06-10,1,63547,762564,Sales,Specialist,Lead,Full-time,HQ,Delhi,City_10,22,Graduate,Engineering,Muslim,Married,A*,Reliable Professional,No,N/A,N/A,Accepted,5,Medium,2083974,594,3,176
2822,Employee_1822,Male,59,2024-02-17,4,22696,272352,Customer Support,Supervisor,Mid-Level,Full-time,HQ,Madhya Pradesh,City_26,47,Postgraduate,Commerce,Other,Divorced,A*,Solid Contributor,Yes,Terminate - Absconding,2021-07-27,Pending,1,Medium,1341194,320,3,37
2823,Employee_1823,Male,42,2021-06-15,6,146892,1762704,Finance,Analyst,Junior,Full-time,HQ,Maharashtra,City_2,22,Diploma,Arts,Jain,Single,A+,Future Star,No,N/A,N/A,Accepted,7,Low,1651670,403,2,49
2824,Employee_1824,Female,38,2024-09-22,8,82041,984492,Operations,Technician,Lead,Full-time,HQ,Karnataka,City_17,25,Graduate,Science,Jain,Married,B,Contributor,No,N/A,N/A,Rejected,12,High,1539093,792,4,195
2825,Employee_1825,Male,39,2023-03-20,6,126544,1518528,Marketing,Supervisor,Senior,Full-time,Remote,Delhi,City_32,47,High School,Others,Sikh,Divorced,A*,Future Star,No,N/A,N/A,Rejected,1,Low,1809751,934,2,177
2826,Employee_1826,Male,58,2023-09-01,6,132494,1589928,HR,Executive,Mid-Level,Full-time,HQ,Tamil Nadu,City_29,1,Diploma,Arts,Muslim,Divorced,A+,Star,No,N/A,N/A,Accepted,3,High,1152870,415,4,144
2827,Employee_1827,Male,59,2022-08-12,4,39713,476556,Supply Chain,Specialist,Lead,Full-time,HQ,Madhya Pradesh,City_25,4,High School,Engineering,Muslim,Married,A+,High Impact,No,N/A,N/A,Accepted,7,Low,949508,527,2,172
2828,Employee_1828,Female,33,2022-09-06,9,64549,774588,Marketing,Manager,Senior,Full-time,Remote,West Bengal,City_38,32,PhD,Arts,Jain,Married,A+,Actionable,No,N/A,N/A,Rejected,2,Medium,2013708,583,1,169
2829,Employee_1829,Female,32,2022-07-12,7,63548,762576,Operations,Technician,Junior,Full-time,HQ,Rajasthan,City_30,26,Postgraduate,Others,Sikh,Married,B,Future Star,Yes,Misconduct Related,2023-03-23,Rejected,3,Very High,1025329,707,2,57
2830,Employee_1830,Male,41,2021-02-26,6,72633,871596,Customer Support,Manager,Mid-Level,Full-time,HQ,Delhi,City_26,36,Diploma,Management,Muslim,Single,B,Reliable Professional,No,N/A,N/A,Rolled out,11,Very High,1900784,642,3,195
2831,Employee_1831,Female,30,2024-04-27,1,116411,1396932,Customer Support,Executive,Senior,Full-time,HQ,Delhi,City_49,15,High School,Others,Jain,Divorced,A*,High Impact,No,N/A,N/A,Rejected,11,High,1801435,812,1,189
2832,Employee_1832,Male,22,2020-04-21,2,110886,1330632,Finance,Technician,Lead,Full-time,HQ,Punjab,City_7,35,PhD,Engineering,Jain,Married,A*,Contributor,No,N/A,N/A,Rolled out,10,High,1285184,960,1,128
2833,Employee_1833,Male,24,2022-11-17,6,24641,295692,Finance,Executive,Junior,Full-time,Remote,Tamil Nadu,City_24,38,Postgraduate,Others,Muslim,Single,A+,Star,Yes,Resign - Job not interesting,2020-09-26,Pending,3,High,964694,402,1,68
2834,Employee_1834,Female,42,2022-02-19,1,91095,1093140,Finance,Manager,Mid-Level,Full-time,HQ,Madhya Pradesh,City_46,27,High School,Others,Buddhist,Married,A*,Actionable,No,N/A,N/A,Rejected,4,Low,1214500,666,4,23
2835,Employee_1835,Female,44,2022-10-13,5,119564,1434768,Sales,Executive,Senior,Full-time,Remote,Punjab,City_45,14,Graduate,Engineering,Other,Single,A,Developer,No,N/A,N/A,Rolled out,11,High,2257089,355,2,90
2836,Employee_1836,Male,30,2021-03-22,1,135337,1624044,Supply Chain,Technician,Junior,Full-time,HQ,Karnataka,City_33,34,PhD,Arts,Jain,Single,A*,Actionable,No,N/A,N/A,Rolled out,11,Medium,2087111,950,1,158
2837,Employee_1837,Male,40,2024-06-23,3,31631,379572,Marketing,Coordinator,Junior,Full-time,Remote,Tamil Nadu,City_46,25,Diploma,Science,Hindu,Married,B,Developer,No,N/A,N/A,Pending,6,Very High,875725,414,3,193
2838,Employee_1838,Male,40,2021-03-14,7,55816,669792,HR,Analyst,Senior,Full-time,HQ,Tamil Nadu,City_23,27,High School,Commerce,Hindu,Married,B,Learner,No,N/A,N/A,Pending,12,Very High,1458421,497,2,138
